Stock quote and option quote for SPY on 11/8/23 00:30:11

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
436.93,P,+1.24,436.49, ,436.54, ,"91 x 5,000","64,256,114",435.69,437.585,434.51

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,1.45%,80.32,1.583,Q,9/15/23,459.44,373.61,"856,432,000",1

Theo parameters
Theo date,Theo stock price,Theo volatility
11/6/23, 0.00$, 0.00%

7 NOV 23  (0)  100
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,54.01,27.670,27.21,X,28.13,B,29 DEC 23,414,2.73,Z,2.75,N,14.88,2.740,,
,,53.08,26.790,26.34,I,27.24,B,29 DEC 23,415,2.86,T,2.88,W,15.00,2.870,,
,,52.15,25.915,25.47,I,26.36,B,29 DEC 23,416,2.99,X,3.01,P,15.08,3.000,,
,,51.18,25.035,24.60,I,25.47,X,29 DEC 23,417,3.13,X,3.15,Z,15.19,3.140,,
,,50.27,24.175,23.75,I,24.60,X,29 DEC 23,418,3.27,C,3.30,I,15.29,3.285,,
,,49.46,23.355,22.96,C,23.75,C,29 DEC 23,419,3.42,C,3.45,Z,15.38,3.435,,
,,48.54,22.510,22.12,C,22.90,C,29 DEC 23,420,3.59,X,3.61,P,15.50,3.600,,
,,47.59,21.660,21.28,C,22.04,X,29 DEC 23,421,3.76,C,3.79,E,15.63,3.775,,
,,46.67,20.825,20.46,C,21.19,X,29 DEC 23,422,3.94,E,3.97,I,15.75,3.955,,
,,45.81,20.020,19.68,Q,20.36,C,29 DEC 23,423,4.12,C,4.15,P,15.84,4.135,,
,,44.84,19.185,18.83,C,19.54,X,29 DEC 23,424,4.32,E,4.35,P,15.97,4.335,,
,,43.98,18.395,18.08,C,18.71,C,29 DEC 23,425,4.53,E,4.56,Z,16.11,4.545,,
,,43.23,17.655,17.39,C,17.92,C,29 DEC 23,426,4.75,C,4.78,P,16.24,4.765,,
,,41.99,16.750,16.55,C,16.95,C,29 DEC 23,427,4.98,E,5.00,N,16.37,4.990,,
,,41.04,15.955,15.92,T,15.99,Z,29 DEC 23,428,5.22,E,5.25,N,16.52,5.235,,
,,40.15,15.195,15.16,T,15.23,Z,29 DEC 23,429,5.47,C,5.51,Z,16.67,5.490,,
,,39.29,14.455,14.43,Z,14.48,Z,29 DEC 23,430,5.74,E,5.78,P,16.83,5.760,,
,,38.41,13.720,13.69,T,13.75,Z,29 DEC 23,431,6.03,Z,6.06,N,17.00,6.045,,
,,37.54,13.000,12.97,Z,13.03,Z,29 DEC 23,432,6.32,Z,6.36,P,17.16,6.340,,
,,36.67,12.295,12.27,Z,12.32,T,29 DEC 23,433,6.64,Z,6.67,N,17.34,6.655,,
,,35.81,11.605,11.58,Z,11.63,P,29 DEC 23,434,6.97,Z,7.01,E,17.55,6.990,,
,,34.98,10.940,10.92,X,10.96,Z,29 DEC 23,435,7.32,X,7.35,P,17.74,7.335,,
,,34.12,10.280,10.26,E,10.30,N,29 DEC 23,436,7.68,Z,7.72,Z,17.94,7.700,,
,,33.30,9.650,9.63,E,9.67,N,29 DEC 23,437,8.06,E,8.10,B,18.15,8.080,,
,,32.46,9.030,9.01,E,9.05,N,29 DEC 23,438,8.47,Z,8.51,Z,18.39,8.490,,
,,31.65,8.435,8.42,X,8.45,N,29 DEC 23,439,8.89,E,8.93,P,18.61,8.910,,
,,30.86,7.865,7.85,P,7.88,N,29 DEC 23,440,9.34,E,9.38,B,18.88,9.360,,
,,30.04,7.305,7.29,C,7.32,N,29 DEC 23,441,9.81,Z,9.85,P,19.15,9.830,,
,,29.26,6.775,6.76,Z,6.79,N,29 DEC 23,442,10.29,Z,10.36,B,19.44,10.325,,
,,28.49,6.265,6.25,X,6.28,N,29 DEC 23,443,10.81,Z,10.89,Z,19.76,10.850,,
,,27.73,5.780,5.76,E,5.80,N,29 DEC 23,444,11.05,P,11.66,X,19.97,11.355,,
,,26.99,5.320,5.31,N,5.33,N,29 DEC 23,445,11.59,Z,12.24,X,20.29,11.915,,
,,26.24,4.875,4.86,E,4.89,N,29 DEC 23,446,12.17,Z,12.84,X,20.63,12.505,,
,,25.52,4.460,4.44,E,4.48,N,29 DEC 23,447,12.77,Z,13.46,X,20.97,13.115,,
,,24.82,4.075,4.06,B,4.09,N,29 DEC 23,448,13.38,Z,14.10,Z,21.29,13.740,,
,,24.12,3.705,3.69,Z,3.72,N,29 DEC 23,449,14.02,B,14.78,C,21.66,14.400,,
,,23.47,3.370,3.36,P,3.38,N,29 DEC 23,450,14.87,B,15.36,Z,22.13,15.115,,
,,22.81,3.050,3.04,B,3.06,N,29 DEC 23,451,15.39,Z,16.19,Z,22.39,15.790,,
,,22.16,2.755,2.74,N,2.77,N,29 DEC 23,452,16.11,B,16.94,C,22.79,16.525,,
,,21.55,2.485,2.47,E,2.50,N,29 DEC 23,453,16.85,B,17.71,C,23.16,17.280,,
,,20.95,2.235,2.22,B,2.25,N,29 DEC 23,454,17.61,B,18.50,B,23.51,18.055,,
,,20.34,2.000,1.99,T,2.01,T,29 DEC 23,455,18.39,C,19.31,B,23.82,18.850,,
,,19.77,1.790,1.78,T,1.80,T,29 DEC 23,456,19.20,Q,20.15,B,24.09,19.675,,
,,19.22,1.600,1.59,T,1.61,T,29 DEC 23,457,20.03,Q,21.01,B,24.17,20.520,,
,,18.70,1.430,1.42,T,1.44,P,29 DEC 23,458,20.88,B,21.89,C,<empty>,21.385,,
,,18.17,1.270,1.26,Z,1.28,N,29 DEC 23,459,21.77,B,22.80,C,<empty>,22.285,,
,,17.65,1.125,1.12,T,1.13,T,29 DEC 23,460,22.68,B,23.73,C,<empty>,23.205,,
,,17.18,1.000,.99,B,1.01,Z,29 DEC 23,461,23.61,B,24.68,X,<empty>,24.145,,
,,16.67,.880,.87,Z,.89,N,29 DEC 23,462,24.59,B,25.67,X,<empty>,25.130,,
,,16.23,.780,.77,Z,.79,Z,29 DEC 23,463,25.57,B,26.68,X,<empty>,26.125,,
,,15.76,.685,.68,Z,.69,N,29 DEC 23,464,26.57,B,27.69,X,<empty>,27.130,,
,,15.35,.605,.60,Z,.61,N,29 DEC 23,465,27.57,B,28.69,X,<empty>,28.130,,
,,14.91,.530,.52,I,.54,N,29 DEC 23,466,28.57,B,29.69,X,<empty>,29.130,,
,,14.55,.470,.46,N,.48,N,29 DEC 23,467,29.57,B,30.69,X,<empty>,30.130,,
,,14.13,.410,.40,I,.42,N,29 DEC 23,468,30.57,B,31.69,X,<empty>,31.130,,
,,13.81,.365,.36,P,.37,N,29 DEC 23,469,31.57,B,32.69,X,<empty>,32.130,,
,,13.51,.325,.32,Z,.33,Z,29 DEC 23,470,32.57,B,33.69,X,<empty>,33.130,,
,,13.16,.285,.28,P,.29,Z,29 DEC 23,471,33.57,B,34.69,X,<empty>,34.130,,
,,12.82,.250,.24,I,.26,I,29 DEC 23,472,34.56,B,35.69,X,<empty>,35.125,,
,,12.51,.220,.21,I,.23,Q,29 DEC 23,473,35.56,B,36.69,B,<empty>,36.125,,
,,12.23,.195,.19,Q,.20,N,29 DEC 23,474,36.56,B,37.69,X,<empty>,37.125,,
,,11.99,.175,.17,Z,.18,Q,29 DEC 23,475,37.56,B,38.69,B,<empty>,38.125,,
,,11.73,.155,.15,Z,.16,N,29 DEC 23,476,38.56,B,39.69,B,<empty>,39.125,,
,,11.53,.140,.13,Z,.15,Z,29 DEC 23,477,39.56,B,40.69,B,<empty>,40.125,,
,,11.30,.125,.12,Z,.13,N,29 DEC 23,478,40.56,B,41.69,X,<empty>,41.125,,
,,11.15,.115,.11,N,.12,N,29 DEC 23,479,41.56,B,42.69,X,<empty>,42.125,,
,,10.99,.105,.10,N,.11,Z,29 DEC 23,480,42.56,B,43.69,X,<empty>,43.125,,
,,10.81,.095,.09,N,.10,Z,29 DEC 23,481,43.56,B,44.69,X,<empty>,44.125,,
,,10.60,.085,.08,Z,.09,N,29 DEC 23,482,44.56,B,45.69,X,<empty>,45.125,,
,,10.37,.075,.07,I,.08,N,29 DEC 23,483,45.56,B,46.69,B,<empty>,46.125,,
,,10.44,.075,.07,N,.08,Z,29 DEC 23,484,46.56,B,47.69,B,<empty>,47.125,,
,,10.16,.065,.06,Z,.07,N,29 DEC 23,485,47.56,B,48.69,X,<empty>,48.125,,
,,10.04,.060,.05,I,.07,Z,29 DEC 23,486,48.56,B,49.69,X,<empty>,49.125,,
,,9.91,.055,.05,Z,.06,N,29 DEC 23,487,49.56,B,50.69,X,<empty>,50.125,,
,,9.98,.055,.05,Z,.06,Z,29 DEC 23,488,50.56,B,51.69,X,<empty>,51.125,,
,,9.82,.050,.04,I,.06,Z,29 DEC 23,489,51.56,B,52.69,X,<empty>,52.125,,
,,9.65,.045,.04,N,.05,N,29 DEC 23,490,52.56,B,53.69,B,<empty>,53.125,,
,,9.71,.045,.04,Z,.05,W,29 DEC 23,491,53.56,B,54.69,X,<empty>,54.125,,
,,9.52,.040,.03,Z,.05,Z,29 DEC 23,492,54.56,B,55.69,B,<empty>,55.125,,
,,9.57,.040,.03,Z,.05,Z,29 DEC 23,493,55.56,B,56.69,X,<empty>,56.125,,
,,9.35,.035,.03,Z,.04,N,29 DEC 23,494,56.56,B,57.69,X,<empty>,57.125,,
,,9.94,.045,.04,H,.05,Z,29 DEC 23,495,57.56,B,58.69,X,<empty>,58.125,,
,,9.44,.035,.03,Z,.04,Z,29 DEC 23,496,58.56,B,59.69,X,<empty>,59.125,,
,,9.50,.035,.03,N,.04,Z,29 DEC 23,497,59.55,B,60.69,X,<empty>,60.120,,
,,9.23,.030,.02,Z,.04,Z,29 DEC 23,498,60.55,B,61.69,X,<empty>,61.120,,
,,8.90,.025,.02,Z,.03,N,29 DEC 23,499,61.55,B,62.69,X,<empty>,62.120,,
,,9.69,.035,.03,D,.04,Z,29 DEC 23,500,62.55,B,63.69,X,<empty>,63.120,,
,,8.81,.020,.01,Z,.03,Z,29 DEC 23,505,67.55,B,68.69,X,<empty>,68.120,,
,,8.49,.015,.01,Z,.02,Z,29 DEC 23,510,72.55,B,73.69,X,<empty>,73.120,,
,,7.98,.010,0,A,.02,Z,29 DEC 23,515,77.56,B,78.69,X,<empty>,78.125,,
,,8.21,.010,0,A,.02,Z,29 DEC 23,520,82.56,B,83.69,B,<empty>,83.125,,
,,7.25,.005,0,J,.01,N,29 DEC 23,525,87.56,B,88.69,X,<empty>,88.125,,
,,7.41,.005,0,A,.01,N,29 DEC 23,530,92.56,B,93.70,X,<empty>,93.130,,
,,7.58,.005,0,A,.01,Z,29 DEC 23,535,97.54,B,98.70,B,<empty>,98.120,,
,,7.74,.005,0,A,.01,Z,29 DEC 23,540,102.53,B,103.70,X,<empty>,103.115,,
,,8.08,.005,0,C,.01,Z,29 DEC 23,550,112.53,B,113.70,B,<empty>,113.115,,

19 JAN 24  (73)  100
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,285.67,257.865,257.23,B,258.50,B,19 JAN 24,180,.02,I,.03,T,8.20,.025,,
,,282.08,253.025,252.27,B,253.78,B,19 JAN 24,185,.03,W,.04,I,9.03,.035,,
,,277.13,248.080,247.36,B,248.80,B,19 JAN 24,190,.03,W,.04,W,8.88,.035,,
,,271.87,243.110,242.39,N,243.83,B,19 JAN 24,195,.03,I,.04,W,8.75,.035,,
,,265.10,238.025,237.42,B,238.63,B,19 JAN 24,200,.04,T,.05,X,9.37,.045,,
,,259.80,233.055,232.45,B,233.66,B,19 JAN 24,205,.04,W,.05,W,9.22,.045,,
,,255.82,228.185,227.46,B,228.91,B,19 JAN 24,210,.04,I,.05,T,9.08,.045,,
,,250.72,223.230,222.52,B,223.94,B,19 JAN 24,215,.05,W,.06,W,9.57,.055,,
,,243.86,218.145,217.53,B,218.76,B,19 JAN 24,220,.05,I,.06,T,9.41,.055,,
,,240.15,213.295,212.59,B,214.00,B,19 JAN 24,225,.06,W,.07,W,9.77,.065,,
,,233.48,208.225,207.62,B,208.83,B,19 JAN 24,230,.07,T,.08,I,10.09,.075,,
,,229.59,203.360,202.66,B,204.06,B,19 JAN 24,235,.07,I,.08,W,9.91,.075,,
,,224.26,198.390,197.69,B,199.09,B,19 JAN 24,240,.08,W,.09,W,10.14,.085,,
,,217.75,193.335,192.73,B,193.94,B,19 JAN 24,245,.09,W,.10,W,10.35,.095,,
,,212.62,188.380,187.78,B,188.98,B,19 JAN 24,250,.10,Z,.11,W,10.50,.105,,
,,207.42,183.420,182.82,B,184.02,B,19 JAN 24,255,.11,W,.12,W,10.63,.115,,
,,203.31,178.540,177.86,B,179.22,B,19 JAN 24,260,.12,I,.13,W,10.73,.125,,
,,197.07,173.505,172.91,B,174.10,B,19 JAN 24,265,.14,Z,.15,X,11.09,.145,,
,,193.01,168.630,167.96,B,169.30,B,19 JAN 24,270,.15,W,.16,W,11.10,.155,,
,,186.79,163.595,163.00,B,164.19,B,19 JAN 24,275,.16,W,.17,W,11.11,.165,,
,,182.64,158.715,158.05,B,159.38,B,19 JAN 24,280,.17,X,.18,P,11.09,.175,,
,,177.54,153.765,153.11,B,154.42,B,19 JAN 24,285,.19,W,.20,W,11.27,.195,,
,,172.37,148.810,148.16,B,149.46,B,19 JAN 24,290,.21,Z,.22,W,11.40,.215,,
,,167.26,143.860,143.21,B,144.51,B,19 JAN 24,295,.23,T,.24,X,11.50,.235,,
,,162.21,138.915,138.27,B,139.56,B,19 JAN 24,300,.24,Z,.25,P,11.37,.245,,
,,157.26,133.980,133.34,B,134.62,B,19 JAN 24,305,.27,D,.28,W,11.57,.275,,
,,152.25,129.040,128.40,B,129.68,B,19 JAN 24,310,.29,Z,.30,W,11.56,.295,,
,,147.38,124.115,123.48,B,124.75,B,19 JAN 24,315,.31,Z,.32,W,11.51,.315,,
,,142.59,119.200,118.57,B,119.83,B,19 JAN 24,320,.34,Z,.35,W,11.57,.345,,
,,137.77,114.285,113.66,B,114.91,B,19 JAN 24,325,.37,W,.38,I,11.59,.375,,
,,132.97,109.375,108.75,Q,110.00,B,19 JAN 24,330,.40,Z,.41,W,11.56,.405,,
,,128.17,104.470,103.85,Q,105.09,B,19 JAN 24,335,.44,W,.45,W,11.61,.445,,
,,123.33,99.565,98.95,B,100.18,B,19 JAN 24,340,.48,W,.49,Z,11.60,.485,,
,,118.33,94.645,94.06,B,95.23,B,19 JAN 24,345,.53,Z,.54,W,11.65,.535,,
,,113.72,89.780,89.18,B,90.38,B,19 JAN 24,350,.58,W,.59,W,11.63,.585,,
,,108.93,84.900,84.30,B,85.50,B,19 JAN 24,355,.64,Z,.66,I,11.69,.650,,
,,107.97,83.925,83.33,B,84.52,B,19 JAN 24,356,.66,W,.67,W,11.71,.665,,
,,107.04,82.955,82.36,B,83.55,B,19 JAN 24,357,.67,W,.68,T,11.68,.675,,
,,105.98,81.965,81.39,B,82.54,B,19 JAN 24,358,.69,W,.70,W,11.73,.695,,
,,105.11,81.005,80.41,B,81.60,B,19 JAN 24,359,.70,I,.71,T,11.70,.705,,
,,104.17,80.035,79.44,B,80.63,B,19 JAN 24,360,.72,W,.73,Z,11.74,.725,,
,,103.20,79.060,78.47,B,79.65,B,19 JAN 24,361,.74,I,.75,I,11.79,.745,,
,,102.16,78.075,77.50,B,78.65,B,19 JAN 24,362,.75,I,.76,T,11.75,.755,,
,,101.22,77.105,76.53,B,77.68,B,19 JAN 24,363,.77,W,.78,T,11.78,.775,,
,,100.30,76.140,75.57,B,76.71,B,19 JAN 24,364,.79,W,.80,T,11.81,.795,,
,,99.35,75.170,74.60,B,75.74,B,19 JAN 24,365,.81,W,.82,T,11.83,.815,,
,,98.48,74.215,73.63,B,74.80,B,19 JAN 24,366,.83,W,.84,T,11.85,.835,,
,,97.56,73.250,72.67,B,73.83,B,19 JAN 24,367,.85,W,.86,T,11.87,.855,,
,,96.53,72.270,71.70,B,72.84,B,19 JAN 24,368,.87,N,.88,T,11.89,.875,,
,,95.69,71.320,70.74,B,71.90,B,19 JAN 24,369,.89,I,.91,I,11.93,.900,,
,,94.72,70.350,69.77,B,70.93,B,19 JAN 24,370,.92,W,.93,W,11.97,.925,,
,,93.77,69.385,68.81,B,69.96,B,19 JAN 24,371,.94,W,.95,T,11.97,.945,,
,,92.80,68.415,67.85,B,68.98,B,19 JAN 24,372,.97,W,.98,W,12.02,.975,,
,,91.93,67.465,66.89,B,68.04,B,19 JAN 24,373,.99,Z,1.01,W,12.05,1.000,,
,,90.97,66.500,65.93,B,67.07,B,19 JAN 24,374,1.02,I,1.04,I,12.09,1.030,,
,,90.04,65.540,64.97,B,66.11,B,19 JAN 24,375,1.05,W,1.06,T,12.11,1.055,,
,,89.10,64.580,64.01,B,65.15,B,19 JAN 24,376,1.08,W,1.10,W,12.17,1.090,,
,,88.18,63.625,63.06,B,64.19,B,19 JAN 24,377,1.11,W,1.13,I,12.21,1.120,,
,,87.21,62.660,62.10,B,63.22,B,19 JAN 24,378,1.15,I,1.16,Z,12.26,1.155,,
,,86.33,61.715,61.15,B,62.28,B,19 JAN 24,379,1.18,W,1.19,T,12.28,1.185,,
,,85.40,60.760,60.20,B,61.32,B,19 JAN 24,380,1.22,T,1.23,W,12.35,1.225,,
,,84.46,59.805,59.25,B,60.36,B,19 JAN 24,381,1.25,W,1.27,I,12.39,1.260,,
,,83.54,58.855,58.30,B,59.41,B,19 JAN 24,382,1.29,W,1.31,I,12.45,1.300,,
,,82.61,57.905,57.35,B,58.46,B,19 JAN 24,383,1.33,W,1.35,I,12.50,1.340,,
,,81.68,56.955,56.40,B,57.51,B,19 JAN 24,384,1.37,I,1.39,Z,12.54,1.380,,
,,80.79,56.015,55.46,B,56.57,B,19 JAN 24,385,1.42,T,1.43,N,12.60,1.425,,
,,79.87,55.070,54.52,B,55.62,B,19 JAN 24,386,1.46,W,1.48,Z,12.66,1.470,,
,,78.95,54.125,53.58,B,54.67,B,19 JAN 24,387,1.51,W,1.53,I,12.73,1.520,,
,,78.03,53.185,52.64,B,53.73,B,19 JAN 24,388,1.56,W,1.58,W,12.79,1.570,,
,,77.12,52.245,51.70,B,52.79,B,19 JAN 24,389,1.61,I,1.63,W,12.85,1.620,,
,,76.21,51.310,50.77,B,51.85,B,19 JAN 24,390,1.66,Z,1.68,N,12.90,1.670,,
,,75.30,50.375,49.84,B,50.91,B,19 JAN 24,391,1.72,W,1.74,W,12.98,1.730,,
,,74.41,49.445,48.91,B,49.98,B,19 JAN 24,392,1.78,T,1.79,Z,13.04,1.785,,
,,73.48,48.510,47.98,B,49.04,B,19 JAN 24,393,1.84,T,1.85,Z,13.11,1.845,,
,,72.57,47.580,47.05,B,48.11,B,19 JAN 24,394,1.90,W,1.92,N,13.19,1.910,,
,,71.67,46.655,46.13,B,47.18,B,19 JAN 24,395,1.96,W,1.98,Z,13.24,1.970,,
,,70.78,45.735,45.21,B,46.26,B,19 JAN 24,396,2.03,W,2.05,N,13.32,2.040,,
,,69.88,44.815,44.29,B,45.34,B,19 JAN 24,397,2.10,I,2.12,Z,13.40,2.110,,
,,68.99,43.900,43.38,B,44.42,B,19 JAN 24,398,2.18,T,2.19,Z,13.48,2.185,,
,,68.09,42.985,42.47,B,43.50,B,19 JAN 24,399,2.25,I,2.28,I,13.57,2.265,,
,,67.19,42.070,41.56,B,42.58,B,19 JAN 24,400,2.33,I,2.36,I,13.66,2.345,,
,,66.30,41.165,40.66,B,41.67,B,19 JAN 24,401,2.41,W,2.44,W,13.73,2.425,,
,,65.41,40.260,39.76,B,40.76,B,19 JAN 24,402,2.50,W,2.53,W,13.83,2.515,,
,,64.53,39.360,38.86,B,39.86,B,19 JAN 24,403,2.59,W,2.62,I,13.91,2.605,,
,,63.62,38.455,37.96,B,38.95,B,19 JAN 24,404,2.68,W,2.71,T,13.99,2.695,,
,,62.73,37.560,37.07,B,38.05,B,19 JAN 24,405,2.78,I,2.81,W,14.09,2.795,,
,,61.86,36.675,36.19,B,37.16,B,19 JAN 24,406,2.88,W,2.91,Z,14.18,2.895,,
,,60.97,35.785,35.30,B,36.27,B,19 JAN 24,407,2.99,W,3.02,I,14.29,3.005,,
,,60.09,34.905,34.43,B,35.38,B,19 JAN 24,408,3.10,W,3.13,W,14.39,3.115,,
,,59.21,34.025,33.55,B,34.50,B,19 JAN 24,409,3.22,T,3.24,T,14.49,3.230,,
,,58.41,33.180,32.74,B,33.62,B,19 JAN 24,410,3.34,T,3.36,Z,14.59,3.350,,
,,57.44,32.280,31.82,X,32.74,B,19 JAN 24,411,3.46,W,3.49,I,14.70,3.475,,
,,56.57,31.415,30.96,B,31.87,B,19 JAN 24,412,3.59,W,3.62,W,14.81,3.605,,
,,55.69,30.555,30.10,X,31.01,B,19 JAN 24,413,3.72,W,3.75,T,14.91,3.735,,
,,54.83,29.705,29.26,B,30.15,B,19 JAN 24,414,3.86,B,3.89,T,15.02,3.875,,
,,54.08,28.900,28.51,B,29.29,B,19 JAN 24,415,4.01,Z,4.04,Z,15.14,4.025,,
,,53.06,28.005,27.57,X,28.44,B,19 JAN 24,416,4.16,Z,4.19,T,15.25,4.175,,
,,52.51,27.285,26.97,N,27.60,B,19 JAN 24,417,4.32,Z,4.35,T,15.38,4.335,,
,,51.34,26.340,25.92,B,26.76,B,19 JAN 24,418,4.49,T,4.52,Z,15.51,4.505,,
,,50.72,25.610,25.29,C,25.93,C,19 JAN 24,419,4.66,T,4.69,Z,15.63,4.675,,
,,49.59,24.690,24.57,C,24.81,C,19 JAN 24,420,4.84,T,4.87,Z,15.76,4.855,,
,,48.98,23.980,23.69,C,24.27,C,19 JAN 24,421,5.02,Z,5.06,Z,15.89,5.040,,
,,47.82,23.055,22.88,C,23.23,C,19 JAN 24,422,5.22,Z,5.25,T,16.02,5.235,,
,,47.24,22.375,22.08,C,22.67,C,19 JAN 24,423,5.42,Z,5.46,Z,16.17,5.440,,
,,46.11,21.470,21.29,C,21.65,C,19 JAN 24,424,5.63,E,5.67,T,16.30,5.650,,
,,45.20,20.670,20.63,W,20.71,N,19 JAN 24,425,5.86,T,5.89,T,16.46,5.875,,
,,44.36,19.900,19.86,I,19.94,N,19 JAN 24,426,6.09,T,6.12,T,16.61,6.105,,
,,43.51,19.140,19.10,T,19.18,N,19 JAN 24,427,6.33,Z,6.36,T,16.77,6.345,,
,,42.66,18.385,18.35,T,18.42,T,19 JAN 24,428,6.58,Z,6.62,Z,16.94,6.600,,
,,41.83,17.645,17.61,T,17.68,T,19 JAN 24,429,6.84,Z,6.88,T,17.10,6.860,,
,,40.98,16.910,16.88,T,16.94,T,19 JAN 24,430,7.12,T,7.16,B,17.28,7.140,,
,,40.15,16.190,16.16,T,16.22,T,19 JAN 24,431,7.40,Z,7.44,T,17.45,7.420,,
,,39.30,15.475,15.45,T,15.50,T,19 JAN 24,432,7.70,Z,7.74,T,17.63,7.720,,
,,38.47,14.775,14.75,T,14.80,T,19 JAN 24,433,8.02,T,8.06,T,17.85,8.040,,
,,37.64,14.085,14.06,T,14.11,T,19 JAN 24,434,8.34,Z,8.39,T,18.05,8.365,,
,,36.83,13.420,13.40,T,13.44,T,19 JAN 24,435,8.69,W,8.73,T,18.27,8.710,,
,,36.01,12.755,12.73,T,12.78,T,19 JAN 24,436,9.05,T,9.09,T,18.49,9.070,,
,,35.21,12.115,12.09,T,12.14,T,19 JAN 24,437,9.42,Z,9.47,T,18.73,9.445,,
,,34.40,11.485,11.46,T,11.51,T,19 JAN 24,438,9.81,Z,9.86,T,18.96,9.835,,
,,33.62,10.875,10.85,T,10.90,T,19 JAN 24,439,10.22,Z,10.27,T,19.22,10.245,,
,,32.83,10.275,10.25,T,10.30,T,19 JAN 24,440,10.65,T,10.70,T,19.49,10.675,,
,,32.05,9.695,9.67,T,9.72,T,19 JAN 24,441,11.10,T,11.15,T,19.78,11.125,,
,,31.28,9.135,9.11,P,9.16,T,19 JAN 24,442,11.56,Z,11.61,T,20.06,11.585,,
,,30.52,8.590,8.57,T,8.61,T,19 JAN 24,443,12.02,T,12.11,T,20.35,12.065,,
,,29.76,8.060,8.04,T,8.08,T,19 JAN 24,444,12.53,D,12.62,T,20.67,12.575,,
,,29.02,7.555,7.53,B,7.58,E,19 JAN 24,445,13.06,I,13.15,T,21.01,13.105,,
,,28.29,7.065,7.04,B,7.09,T,19 JAN 24,446,13.22,W,14.01,X,21.26,13.615,,
,,27.58,6.600,6.58,T,6.62,X,19 JAN 24,447,13.78,B,14.59,B,21.62,14.185,,
,,26.87,6.150,6.13,T,6.17,T,19 JAN 24,448,14.36,B,15.20,X,22.00,14.780,,
,,26.17,5.720,5.70,T,5.74,T,19 JAN 24,449,14.96,B,15.82,B,22.37,15.390,,
,,25.48,5.310,5.29,T,5.33,T,19 JAN 24,450,15.93,I,16.34,B,23.05,16.135,,
,,24.81,4.920,4.90,B,4.94,T,19 JAN 24,451,16.23,B,17.14,B,23.18,16.685,,
,,24.14,4.550,4.53,B,4.57,T,19 JAN 24,452,16.90,B,17.84,C,23.61,17.370,,
,,23.49,4.200,4.18,B,4.22,T,19 JAN 24,453,17.59,B,18.55,C,24.03,18.070,,
,,22.87,3.875,3.86,T,3.89,T,19 JAN 24,454,18.30,B,19.29,C,24.48,18.795,,
,,22.25,3.565,3.55,T,3.58,T,19 JAN 24,455,19.04,B,20.04,B,24.92,19.540,,
,,21.65,3.275,3.26,Q,3.29,T,19 JAN 24,456,19.79,B,20.82,C,25.36,20.305,,
,,21.07,3.005,2.99,T,3.02,T,19 JAN 24,457,20.56,B,21.61,C,25.78,21.085,,
,,20.50,2.755,2.74,T,2.77,T,19 JAN 24,458,21.36,B,22.42,C,26.20,21.890,,
,,19.38,2.295,2.28,W,2.31,T,19 JAN 24,460,23.01,B,24.11,C,26.85,23.560,,
,,18.34,1.905,1.89,Z,1.92,T,19 JAN 24,462,24.75,B,25.88,B,<empty>,25.315,,
,,17.34,1.570,1.56,T,1.58,T,19 JAN 24,464,26.63,B,27.74,B,<empty>,27.185,,
,,16.85,1.420,1.41,T,1.43,T,19 JAN 24,465,27.59,B,28.71,B,<empty>,28.150,,
,,16.39,1.285,1.27,I,1.30,T,19 JAN 24,466,28.55,B,29.70,B,<empty>,29.125,,
,,15.51,1.050,1.04,T,1.06,T,19 JAN 24,468,30.54,B,31.71,B,<empty>,31.125,,
,,14.68,.855,.84,W,.87,Z,19 JAN 24,470,32.54,B,33.71,B,<empty>,33.125,,
,,13.91,.695,.69,Z,.70,T,19 JAN 24,472,34.54,B,35.71,B,<empty>,35.125,,
,,13.20,.565,.56,T,.57,N,19 JAN 24,474,36.54,B,37.71,B,<empty>,37.125,,
,,12.87,.510,.50,Z,.52,Z,19 JAN 24,475,37.54,B,38.71,B,<empty>,38.125,,
,,12.55,.460,.45,I,.47,Z,19 JAN 24,476,38.54,B,39.71,B,<empty>,39.125,,
,,11.94,.375,.37,Z,.38,T,19 JAN 24,478,40.54,B,41.71,B,<empty>,41.125,,
,,11.37,.305,.30,Z,.31,T,19 JAN 24,480,42.54,B,43.71,B,<empty>,43.125,,
,,10.92,.255,.25,Z,.26,T,19 JAN 24,482,44.54,B,45.71,B,<empty>,45.125,,
,,10.28,.195,.19,Z,.20,Z,19 JAN 24,485,47.54,B,48.71,B,<empty>,48.125,,
,,9.32,.125,.12,Z,.13,T,19 JAN 24,490,52.53,B,53.71,B,<empty>,53.120,,
,,8.87,.095,.09,W,.10,I,19 JAN 24,495,57.53,B,58.71,B,<empty>,58.120,,
,,8.20,.065,.06,Z,.07,T,19 JAN 24,500,62.53,B,63.71,B,<empty>,63.120,,
